,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
656,4697911,1.0,False,Noord-Oost,52.39911,4.95546,Entire home/apt,4,2,5,1,90.0,4,30,True,0,1,4.53,False,22.5,360.0,0.07,0.11,0.17,4.99,0.005479452054794521,459.5890410958904
657,4714161,0.6000000000000001,True,De Pijp - Rivierenbuurt,52.35226,4.89835,Private room,3,1,2,4,124.0,3,60,True,8,4,4.84,True,41.33,372.0,0.07,0.17,0.18,4.99,0.36164383561643837,620.0
661,4743452,0.58,False,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2,3,13,310.0,8,1125,True,0,0,4.92,False,77.5,2480.0,0.05,0.24,0.23,4.99,0.07945205479452055,1696.7260273972602
663,4748130,0.15999999999999998,False,Centrum-Oost,52.36508,4.92442,Entire home/apt,2,1,1,12,250.0,3,30,True,0,1,4.9,False,125.0,750.0,0.13,0.2,0.35000000000000003,4.99,0.0,1189.7260273972602
664,4756790,0.41000000000000003,False,Zuid,52.351,4.85453,Entire home/apt,2,1,1,2,255.0,3,1125,True,0,2,4.76,True,127.5,765.0,0.06,0.09,0.3,4.99,0.0,1275.0
665,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2,4,5,175.0,4,1125,True,0,0,4.88,False,43.75,700.0,0.08,0.16,0.18,4.99,0.0027397260273972603,875.0
666,4763419,0.59,False,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,2,1,1,13,248.0,3,1125,True,0,1,4.97,False,124.0,744.0,0.07,0.11,0.25,4.99,0.00821917808219178,1277.1917808219177
667,4774677,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,3,2,1,6,75.0,3,18,True,0,0,4.51,False,25.0,225.0,0.05,0.1,0.17,4.99,0.0027397260273972603,378.83561643835617
668,4779111,0.61,False,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,3,2,2,1,140.0,3,14,True,0,1,4.64,False,46.67,420.0,0.06,0.11,0.19,4.99,0.4246575342465753,704.2465753424658
669,4815695,0.53,False,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2,4,8,200.0,10,1125,True,7,1,4.73,True,50.0,2000.0,0.06,0.24,0.23,4.99,0.7589041095890411,912.8082191780821
672,4860508,0.0,False,Centrum-West,52.38116,4.88845,Entire home/apt,2,1,2,3,250.0,5,10,True,0,0,4.82,False,125.0,1250.0,0.08,0.18,0.16,4.99,0.0,1250.0
673,4861970,0.43,False,Bos en Lommer,52.37817,4.8474,Entire home/apt,4,2,2,1,103.0,3,1125,True,0,0,4.38,False,25.75,309.0,0.06,0.18,0.18,4.99,0.18356164383561643,500.2739726027397
674,4864025,0.020000000000000018,False,Centrum-Oost,52.36825,4.93031,Entire home/apt,3,2,1,10,260.0,3,1125,True,0,0,5.0,False,86.67,780.0,0.07,0.23,0.23,4.99,0.0,1300.0
675,4864384,0.98,True,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,2,1,1,5,64.0,3,365,True,5,5,4.3999999999999995,False,32.0,192.0,0.04,0.08,0.15,2.99,0.821917808219178,407.05479452054794
677,4884158,0.81,False,De Baarsjes - Oud-West,52.36993,4.86596,Private room,4,1,4,4,131.0,3,120,True,7,4,4.66,False,32.75,393.0,0.06,0.11,0.16,4.99,0.7753424657534247,643.5068493150685
678,4892972,0.56,False,Zuid,52.35568,4.88501,Private room,2,1,1,1,131.0,4,1125,True,0,2,4.76,False,65.5,524.0,0.07,0.18,0.17,4.99,0.0027397260273972603,772.7397260273973
679,4898741,0.48,False,Centrum-Oost,52.36326,4.90345,Entire home/apt,4,2,2,8,175.0,3,7,True,0,0,4.82,False,43.75,525.0,0.09,0.16,0.18,4.99,0.0,1257.7534246575342
680,4934646,1.0,False,Oud-Oost,52.36196,4.91747,Private room,2,1,2,6,115.0,7,30,True,7,3,4.79,True,57.5,805.0,0.05,0.14,0.2,4.99,0.12602739726027398,571.5205479452055
681,4946084,0.0,False,Centrum-Oost,52.36945,4.92002,Entire home/apt,2,1,1,4,156.0,1,140,True,8,0,4.8,False,78.0,156.0,0.07,0.14,0.21,4.99,0.36164383561643837,778.4931506849315
682,4949644,0.63,False,Oud-Noord,52.39894,4.92041,Entire home/apt,5,3,4,8,250.0,3,1125,True,0,1,4.75,False,50.0,750.0,0.07,0.18,0.18,4.99,0.005479452054794521,1312.5890410958905
684,4991085,0.98,False,De Baarsjes - Oud-West,52.36529,4.85138,Private room,2,1,1,1,80.0,3,60,True,1,3,4.69,True,40.0,240.0,0.06,0.13,0.14,4.99,0.7863013698630137,400.7808219178082
685,5012728,0.88,True,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,2,1,2,5,76.0,3,31,True,12,3,4.87,False,38.0,228.0,0.06,0.11,0.16,4.99,0.8301369863013699,361.4246575342466
687,5072326,0.0,False,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2,2,6,167.0,4,30,True,0,0,4.88,False,41.75,668.0,0.06,0.18,0.16,4.99,0.0,835.4794520547945
691,5114153,0.6799999999999999,False,Centrum-West,52.37942,4.88423,Entire home/apt,2,1,1,11,190.0,3,5,True,0,0,5.0,False,95.0,570.0,0.07,0.19,0.19,4.99,0.005479452054794521,950.0
692,5115463,0.35,False,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,4,2,3,5,155.0,2,24,True,0,1,4.86,False,38.75,310.0,0.07,0.27,0.16,4.99,0.021917808219178082,675.6027397260274
694,5132885,0.78,False,Centrum-Oost,52.36181,4.89755,Private room,4,1,3,11,372.0,1,1125,True,0,0,4.94,True,93.0,372.0,0.09,0.06,0.32,4.99,0.31232876712328766,1711.1780821917807
695,5133110,0.92,False,Centrum-West,52.3687,4.88595,Private room,4,1,2,18,343.0,1,1125,True,3,0,4.42,True,85.75,343.0,0.11,0.22,0.27,4.99,0.39452054794520547,1541.041095890411
696,5142163,0.1,False,Westerpark,52.38952,4.88661,Entire home/apt,2,1,1,2,150.0,3,30,True,7,0,4.82,False,75.0,450.0,0.08,0.23,0.22,4.99,0.7506849315068493,648.4931506849315
698,5177030,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,4,2,4,9,320.0,3,14,True,0,0,4.92,False,80.0,960.0,0.13,0.21,0.31,4.99,0.0410958904109589,1600.0
699,5184303,0.8,True,Centrum-West,52.38402,4.88491,Private room,4,1,3,10,240.0,4,20,True,0,2,4.87,True,60.0,960.0,0.11,0.11,0.25,4.99,0.8054794520547945,1204.9315068493152
700,5202774,0.8,False,Centrum-West,52.37104,4.89473,Entire home/apt,2,1,1,4,130.0,14,365,True,12,1,4.92,True,65.0,1820.0,0.07,0.16,0.18,4.99,0.09041095890410959,631.7123287671233
702,5349374,0.5700000000000001,False,Westerpark,52.3743,4.87542,Entire home/apt,2,1,1,1,95.0,4,7,True,0,0,4.84,False,47.5,380.0,0.08,0.11,0.15,4.99,0.0,475.0
703,5390933,0.38,False,Centrum-Oost,52.37088,4.90351,Private room,4,1,4,15,307.0,2,180,True,4,3,4.83,False,76.75,614.0,0.14,0.26,0.18,4.99,0.5287671232876713,1554.109589041096
704,5401988,0.15,False,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1,1,9,151.0,25,1125,True,2,0,4.65,False,75.5,3775.0,0.08,0.19,0.32,4.99,0.7698630136986301,756.986301369863
705,5427607,0.45000000000000007,False,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,4,2,3,17,295.0,2,5,True,0,0,4.89,False,73.75,590.0,0.11,0.2,0.31,4.99,0.0,1499.9315068493152
707,5444330,0.0,False,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,4,2,1,6,175.0,4,1125,True,0,0,4.67,False,43.75,700.0,0.07,0.14,0.2,4.99,0.0,875.0
708,5450176,0.5900000000000001,False,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,2,1,1,7,123.0,3,1125,True,0,2,4.72,False,61.5,369.0,0.06,0.14,0.17,4.99,0.00821917808219178,527.1232876712329
709,5453878,0.0,False,Zuid,52.34451,4.86411,Entire home/apt,2,1,1,11,220.0,3,28,True,14,0,4.97,False,110.0,660.0,0.12,0.07,0.3,4.99,0.09041095890410959,674.7260273972603
710,5474153,0.17,False,De Baarsjes - Oud-West,52.37106,4.84848,Entire home/apt,2,1,2,7,133.0,4,30,True,5,0,4.62,False,66.5,532.0,0.06,0.23,0.13,4.99,0.0136986301369863,587.2602739726027
711,5501544,0.91,True,Watergraafsmeer,52.35341,4.92504,Entire home/apt,4,2,3,3,136.0,3,1125,True,1,0,4.83,False,34.0,408.0,0.05,0.12,0.19,4.99,0.057534246575342465,699.8630136986301
712,5503580,0.5,False,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,4,2,3,7,170.0,3,8,True,0,0,5.0,False,42.5,510.0,0.05,0.21,0.18,4.99,0.0027397260273972603,850.0
713,5519881,1.0,True,Westerpark,52.38055,4.87595,Entire home/apt,2,1,1,11,131.0,4,100,True,0,1,4.87,False,65.5,524.0,0.07,0.14,0.19,4.99,0.00821917808219178,659.1095890410959
714,5609836,1.0,False,Westerpark,52.38085,4.87372,Entire home/apt,2,1,2,5,175.0,3,1125,True,0,0,4.95,True,87.5,525.0,0.08,0.17,0.15,4.99,0.0,875.0
715,5617321,0.96,True,Centrum-West,52.37377,4.88827,Private room,2,1,1,9,175.0,3,8,True,1,4,4.87,True,87.5,525.0,0.07,0.21,0.2,4.99,0.09041095890410959,868.8356164383562
716,5625228,0.76,False,Centrum-Oost,52.37084,4.91389,Entire home/apt,2,1,1,7,140.0,3,1125,True,3,0,4.45,True,70.0,420.0,0.08,0.15,0.2,4.99,0.7178082191780822,702.7123287671233
717,5635872,0.18000000000000002,False,Oud-Noord,52.38468,4.91291,Entire home/apt,5,3,6,12,150.0,7,40,True,17,0,4.86,False,30.0,1050.0,0.09,0.19,0.22,4.99,0.4904109589041096,750.0
719,5655600,1.0,False,De Baarsjes - Oud-West,52.3695,4.86229,Entire home/apt,4,2,2,3,190.0,5,1125,True,0,0,5.0,False,47.5,950.0,0.07,0.12,0.19,4.99,0.0,950.0
720,5663570,0.08999999999999997,False,Centrum-West,52.37628,4.87766,Entire home/apt,2,1,1,9,203.0,3,1125,True,0,0,4.72,False,101.5,609.0,0.11,0.17,0.24,4.99,0.7616438356164383,1049.4520547945206
721,5663785,0.75,False,De Baarsjes - Oud-West,52.36924,4.86025,Entire home/apt,8,4,5,15,475.0,3,30,True,1,0,4.33,True,59.38,1425.0,0.08,0.17,0.2,10.99,0.0273972602739726,2383.219178082192
722,5666746,0.17,False,IJburg - Zeeburgereiland,52.34965,5.00809,Entire home/apt,5,3,8,12,499.0,4,21,True,0,0,4.66,True,99.8,1996.0,0.11,0.17,0.24,10.99,0.26575342465753427,2495.0
723,5671597,0.61,False,Centrum-Oost,52.36793,4.90726,Entire home/apt,4,2,2,14,299.0,3,20,True,0,0,4.82,False,74.75,897.0,0.12,0.3,0.27,4.99,0.019178082191780823,1495.0
724,5674097,0.12,False,Centrum-West,52.37414,4.88209,Entire home/apt,4,2,2,14,450.0,3,1125,True,3,0,4.62,True,112.5,1350.0,0.08,0.24,0.22,10.99,0.00821917808219178,2399.301369863014
725,5706436,1.0,False,Watergraafsmeer,52.35324,4.93751,Entire home/apt,4,2,3,11,275.0,4,19,True,0,0,4.89,False,68.75,1100.0,0.11,0.2,0.39,4.99,0.03287671232876712,1390.6849315068494
727,5722319,1.0,True,Oud-Noord,52.38405,4.90738,Private room,4,1,3,10,160.0,2,10,True,0,3,4.9,False,40.0,320.0,0.08,0.17,0.18,4.99,0.0821917808219178,800.0
730,5781996,0.16000000000000003,False,Centrum-West,52.38069,4.88447,Entire home/apt,2,1,1,1,130.0,5,1125,True,0,1,4.74,False,65.0,650.0,0.06,0.19,0.15,4.99,0.00821917808219178,582.3287671232877
731,5809024,1.0,True,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,3,1,2,3,86.0,3,30,True,4,3,4.84,False,28.67,258.0,0.06,0.15,0.15,4.99,0.7068493150684931,438.63013698630135
732,5819801,0.0,False,De Pijp - Rivierenbuurt,52.35544,4.90446,Entire home/apt,4,2,2,8,187.0,4,10,True,1,0,4.93,False,46.75,748.0,0.07,0.2,0.14,4.99,0.024657534246575342,935.8904109589041
733,5822367,0.43,False,Oud-Oost,52.36015,4.92919,Entire home/apt,2,1,1,10,120.0,14,30,True,0,0,4.72,False,60.0,1680.0,0.08,0.11,0.2,4.99,0.4246575342465753,600.0
735,5832006,0.48,False,Zuid,52.35471,4.86983,Entire home/apt,4,2,3,10,307.0,5,1125,True,0,0,4.88,False,76.75,1535.0,0.13,0.21,0.35000000000000003,4.99,0.06027397260273973,1536.164383561644
736,5836359,0.86,False,Centrum-Oost,52.37164,4.92134,Entire home/apt,2,1,1,5,133.0,3,4,True,6,1,4.81,True,66.5,399.0,0.07,0.17,0.14,4.99,0.03561643835616438,664.2465753424658
737,5836389,0.89,False,IJburg - Zeeburgereiland,52.36317,4.98578,Entire home/apt,4,2,4,11,275.0,4,1125,True,0,0,4.81,False,68.75,1100.0,0.09,0.22,0.27,4.99,0.057534246575342465,1413.6027397260275
739,5865168,0.87,True,Centrum-Oost,52.37489,4.90546,Private room,4,1,4,3,243.0,3,1125,True,14,2,4.83,True,60.75,729.0,0.13,0.24,0.3,4.99,0.038356164383561646,1114.4383561643835
741,5881435,0.5800000000000001,False,Centrum-West,52.37496,4.87835,Entire home/apt,4,2,4,18,607.0,3,1125,True,0,0,4.319999999999999,True,151.75,1821.0,0.12,0.2,0.22,10.99,0.3863013698630137,3035.6164383561645
742,5882457,1.0,True,Oud-Oost,52.3632,4.92567,Entire home/apt,2,1,1,5,115.0,3,6,True,0,0,4.93,False,57.5,345.0,0.06,0.18,0.14,4.99,0.0,640.6849315068494
743,5884996,1.0,False,Zuid,52.35287,4.88533,Entire home/apt,2,1,1,6,109.0,2,1125,True,0,0,4.92,False,54.5,218.0,0.09,0.22,0.19,4.99,0.0,606.6164383561644
744,5887152,0.89,False,De Aker - Nieuw Sloten,52.34559,4.79503,Private room,4,1,2,4,85.0,2,1125,True,4,5,4.78,False,21.25,170.0,0.06,0.12,0.16,4.99,0.7863013698630137,452.52054794520546
747,5902525,0.46,False,De Baarsjes - Oud-West,52.35876,4.85966,Entire home/apt,4,2,3,8,175.0,4,1125,True,0,1,4.9,False,43.75,700.0,0.08,0.16,0.17,4.99,0.0136986301369863,1132.4520547945206
749,5950023,1.0,False,De Baarsjes - Oud-West,52.36319,4.87663,Entire home/apt,4,2,4,13,279.0,3,18,True,0,1,4.84,False,69.75,837.0,0.12,0.2,0.22,4.99,0.0,1301.849315068493
751,5962744,0.6200000000000001,True,Centrum-Oost,52.35989,4.89584,Private room,2,1,1,5,85.0,4,1125,True,0,0,4.86,False,42.5,340.0,0.06,0.12,0.15,4.99,0.0,425.0
755,6003944,0.39,False,De Baarsjes - Oud-West,52.36335,4.86341,Entire home/apt,3,2,2,2,118.0,2,30,True,1,0,4.7,False,39.33,236.0,0.06,0.19,0.2,4.99,0.005479452054794521,735.3287671232877
757,6011262,0.0,False,Zuid,52.35458,4.88642,Entire home/apt,4,2,2,17,250.0,4,30,True,0,0,4.91,False,62.5,1000.0,0.05,0.22,0.21,4.99,0.6356164383561644,1250.0
761,6068622,1.0,True,Westerpark,52.3822,4.87139,Entire home/apt,2,1,1,6,109.0,3,17,True,2,8,4.85,False,54.5,327.0,0.08,0.15,0.18,4.99,0.33972602739726027,528.6986301369863
762,6075433,0.89,False,De Baarsjes - Oud-West,52.37173,4.87109,Entire home/apt,4,2,3,13,350.0,5,28,True,0,1,4.79,True,87.5,1750.0,0.1,0.21,0.25,4.99,0.3561643835616438,1779.7260273972602
763,6085243,0.8300000000000001,True,De Baarsjes - Oud-West,52.36845,4.87291,Entire home/apt,2,1,1,16,300.0,4,21,True,0,0,4.91,False,150.0,1200.0,0.09,0.21,0.17,4.99,0.7150684931506849,1553.7671232876712
766,6091841,0.27,False,Oud-Oost,52.36008,4.91091,Entire home/apt,4,2,1,1,121.0,10,30,True,0,0,4.93,False,30.25,1210.0,0.07,0.18,0.16,4.99,0.6575342465753424,682.6712328767123
767,6120031,0.97,True,Centrum-West,52.38104,4.88799,Entire home/apt,4,2,4,13,320.0,3,30,True,0,2,4.84,False,80.0,960.0,0.09,0.19,0.19,4.99,0.4246575342465753,1600.0
771,6196535,0.56,False,De Baarsjes - Oud-West,52.36044,4.84953,Entire home/apt,2,1,1,5,130.0,7,16,True,6,1,4.91,False,65.0,910.0,0.06,0.17,0.23,4.99,0.03561643835616438,709.1780821917808
772,6196745,0.64,False,De Baarsjes - Oud-West,52.36423,4.86834,Entire home/apt,2,1,2,1,99.0,5,1125,True,0,0,4.95,False,49.5,495.0,0.04,0.09,0.15,4.99,0.0,495.8767123287671
773,6236389,0.48,False,Westerpark,52.37709,4.87519,Entire home/apt,4,2,2,11,275.0,2,1125,True,0,0,4.77,False,68.75,550.0,0.09,0.22,0.26,4.99,0.4876712328767123,1401.3698630136987
774,6243633,0.6200000000000001,False,Oud-Noord,52.39314,4.92327,Entire home/apt,5,3,5,8,220.0,4,1125,True,0,2,4.8,False,44.0,880.0,0.08,0.1,0.19,4.99,0.00821917808219178,1282.5616438356165
775,6255736,1.0,False,De Baarsjes - Oud-West,52.37047,4.87464,Entire home/apt,4,2,2,4,149.0,5,1125,True,0,0,4.81,False,37.25,745.0,0.06,0.14,0.17,4.99,0.0,745.0
776,6259402,0.0,False,Centrum-West,52.38753,4.88432,Entire home/apt,4,2,3,11,250.0,4,32,True,1,0,4.97,False,62.5,1000.0,0.06,0.18,0.27,4.99,0.36164383561643837,1250.0
777,6260326,0.81,False,Centrum-West,52.3728,4.87608,Entire home/apt,4,2,4,6,350.0,3,22,True,0,0,4.81,False,87.5,1050.0,0.12,0.28,0.3,4.99,0.010958904109589041,1760.958904109589
778,6283404,0.97,False,Geuzenveld - Slotermeer,52.37695,4.83677,Entire home/apt,4,2,2,10,148.0,3,30,True,1,1,4.77,False,37.0,444.0,0.08,0.19,0.21,4.99,0.038356164383561646,677.6986301369863
779,6285243,0.76,True,Centrum-Oost,52.36396,4.90648,Entire home/apt,2,1,1,13,279.0,1,6,True,0,0,4.9,True,139.5,279.0,0.04,0.36,0.23,4.99,0.3424657534246575,1369.5068493150684
781,6323190,0.0,False,IJburg - Zeeburgereiland,52.36287,4.97491,Entire home/apt,2,1,2,3,132.0,5,7,True,0,0,4.77,False,66.0,660.0,0.05,0.15,0.16,4.99,0.2493150684931507,699.4246575342465
782,6340144,0.5900000000000001,False,Oud-Noord,52.38709,4.94486,Entire home/apt,4,2,5,4,150.0,3,1125,True,0,0,4.82,False,37.5,450.0,0.06,0.16,0.2,4.99,0.0027397260273972603,793.7397260273973
784,6358749,0.78,False,Centrum-West,52.37238,4.8826,Entire home/apt,2,1,1,2,199.0,3,16,True,0,2,4.64,False,99.5,597.0,0.08,0.19,0.18,4.99,0.00821917808219178,995.0
786,6371658,0.55,False,Bos en Lommer,52.38035,4.85353,Entire home/apt,3,2,3,10,240.0,3,10,True,1,0,4.85,False,80.0,720.0,0.08,0.17,0.22,4.99,0.34794520547945207,1200.0
787,6372597,0.6,False,Centrum-West,52.37372,4.87909,Entire home/apt,2,1,1,14,336.0,7,16,True,0,0,4.85,False,168.0,2352.0,0.02,0.21,0.26,4.99,0.0,1678.4931506849316
789,6375033,0.0,False,Oud-Noord,52.38563,4.91785,Private room,2,1,1,4,107.0,3,30,True,16,1,5.0,False,53.5,321.0,0.05,0.16,0.17,4.99,0.22465753424657534,490.4109589041096
790,6392669,0.64,False,Noord-West,52.41833,4.90519,Entire home/apt,4,2,3,5,180.0,4,1125,True,0,0,4.67,False,45.0,720.0,0.09,0.2,0.2,4.99,0.0,900.0
791,6429875,0.74,False,Noord-West,52.4087,4.90498,Entire home/apt,6,3,3,15,225.0,4,1125,True,0,0,4.97,False,37.5,900.0,0.12,0.18,0.23,4.99,0.0136986301369863,1124.7945205479452
792,6430582,0.5,False,De Baarsjes - Oud-West,52.37088,4.86814,Entire home/apt,4,2,3,26,645.0,4,14,True,0,0,4.16,True,161.25,2580.0,0.08,0.11,0.33,10.99,0.06027397260273973,3225.0
793,6441316,0.7300000000000001,True,De Pijp - Rivierenbuurt,52.356,4.88861,Private room,2,1,3,7,97.0,1,40,True,2,8,4.83,False,48.5,97.0,0.06,0.11,0.16,4.99,0.3150684931506849,637.5616438356165
794,6442389,0.95,False,De Pijp - Rivierenbuurt,52.34825,4.90924,Entire home/apt,4,2,3,13,300.0,5,10,True,0,0,4.9,False,75.0,1500.0,0.08,0.24,0.29,4.99,0.021917808219178082,1487.6712328767123
795,6447564,0.6100000000000001,False,De Pijp - Rivierenbuurt,52.35025,4.89325,Entire home/apt,4,2,3,4,126.0,3,28,True,0,0,5.0,False,31.5,378.0,0.06,0.2,0.15,4.99,0.0027397260273972603,1060.9041095890411
797,6463787,0.6,False,Noord-Oost,52.4147,5.02643,Entire home/apt,3,2,2,6,85.0,3,1125,True,0,0,4.89,False,28.33,255.0,0.05,0.12,0.14,4.99,0.26301369863013696,425.0
798,6471162,0.6900000000000001,False,Centrum-Oost,52.360474,4.892034,Entire home/apt,4,2,2,4,160.0,5,12,True,0,0,4.92,False,40.0,800.0,0.08,0.13,0.27,4.99,0.0273972602739726,815.8219178082192
801,6487791,1.0,False,De Baarsjes - Oud-West,52.36939,4.85912,Private room,2,1,4,6,100.0,3,1125,True,0,0,4.0,False,50.0,300.0,0.05,0.13,0.18,4.99,0.0,500.0
805,6524982,0.67,False,De Baarsjes - Oud-West,52.36923,4.86838,Entire home/apt,4,2,5,14,320.0,4,1125,True,0,0,4.63,False,80.0,1280.0,0.13,0.28,0.22,4.99,0.0,1600.0
807,6532120,1.0,False,Bos en Lommer,52.3754,4.86312,Entire home/apt,2,1,1,1,105.0,4,30,True,0,0,4.86,False,52.5,420.0,0.07,0.16,0.19,4.99,0.0,523.4931506849315
812,6594177,0.76,False,Centrum-West,52.37595,4.87907,Entire home/apt,2,1,1,9,200.0,3,1125,True,0,0,4.93,False,100.0,600.0,0.07,0.18,0.22,4.99,0.0,1000.0
813,6605182,0.7799999999999999,True,Centrum-Oost,52.36324,4.89884,Private room,2,1,1,6,238.0,1,1125,True,4,3,4.9,False,119.0,238.0,0.03,0.16,0.24,4.99,0.11232876712328767,1259.3424657534247
815,6619931,0.6,False,De Baarsjes - Oud-West,52.36887,4.8663,Entire home/apt,4,2,3,15,280.0,3,1125,True,0,0,4.88,False,70.0,840.0,0.1,0.19,0.28,4.99,0.010958904109589041,1403.835616438356
816,6629852,0.45999999999999996,False,Centrum-Oost,52.36591,4.90712,Private room,2,1,1,4,120.0,3,730,True,0,0,4.93,False,60.0,360.0,0.07,0.11,0.16,4.99,0.0,616.986301369863
817,6633038,0.1,False,Centrum-West,52.37464,4.8782,Entire home/apt,4,2,4,10,282.0,3,1125,True,0,0,4.9,False,70.5,846.0,0.15,0.13,0.25,4.99,0.0,1410.6164383561643
819,6656481,1.0,False,Westerpark,52.38139,4.86866,Entire home/apt,2,1,2,8,130.0,3,40,True,0,0,4.62,False,65.0,390.0,0.07,0.15,0.15,4.99,0.010958904109589041,651.0958904109589
821,6668354,0.88,True,Centrum-West,52.3839,4.89202,Private room,2,1,2,5,105.0,3,1125,True,4,4,4.86,True,52.5,315.0,0.05,0.16,0.18,4.99,0.6054794520547945,525.0
823,6718474,0.75,False,Centrum-West,52.38411,4.8846,Entire home/apt,2,1,1,6,164.0,5,30,True,0,0,4.63,False,82.0,820.0,0.07,0.14,0.24,4.99,0.0,821.2328767123288
824,6727439,0.67,False,De Baarsjes - Oud-West,52.3606,4.85591,Entire home/apt,2,1,1,2,112.0,4,19,True,0,0,5.0,False,56.0,448.0,0.07,0.14,0.17,4.99,0.0,560.0
825,6732776,0.08999999999999997,False,Zuid,52.34973,4.87652,Entire home/apt,4,2,3,11,300.0,2,30,True,0,0,4.87,False,75.0,600.0,0.13,0.22,0.25,4.99,0.049315068493150684,1539.7260273972602
827,6735459,0.5,True,Centrum-West,52.36894,4.88657,Entire home/apt,2,1,1,6,185.0,7,180,True,3,2,4.85,False,92.5,1295.0,0.08,0.17,0.2,4.99,0.5616438356164384,944.986301369863
828,6745944,0.53,False,Westerpark,52.38211,4.87291,Entire home/apt,2,1,1,7,126.0,4,1124,True,5,1,4.68,False,63.0,504.0,0.07,0.23,0.18,4.99,0.09041095890410959,440.2054794520548
829,6764251,1.0,False,Westerpark,52.38345,4.87251,Entire home/apt,4,2,2,13,269.0,6,30,True,0,0,4.94,False,67.25,1614.0,0.1,0.19,0.18,4.99,0.0,1345.0
830,6781848,1.0,False,Bos en Lommer,52.38071,4.85738,Entire home/apt,2,1,1,10,170.0,3,60,True,0,0,4.85,False,85.0,510.0,0.07,0.22,0.22,4.99,0.030136986301369864,839.6712328767123
831,6801759,1.0,True,De Baarsjes - Oud-West,52.36846,4.87389,Private room,2,1,1,6,120.0,3,1125,True,0,1,4.82,True,60.0,360.0,0.07,0.14,0.2,4.99,0.005479452054794521,484.2054794520548
832,6803889,0.49999999999999994,True,Zuid,52.35053,4.85961,Entire home/apt,4,2,2,13,207.0,2,1125,True,17,3,4.87,True,51.75,414.0,0.06,0.21,0.3,4.99,0.9315068493150684,1035.6164383561643
833,6806602,0.0,False,Oud-Noord,52.39976,4.90331,Entire home/apt,4,2,3,15,258.0,3,30,True,0,0,4.71,False,64.5,774.0,0.12,0.21,0.16,4.99,0.049315068493150684,1480.958904109589
834,6816107,1.0,False,De Baarsjes - Oud-West,52.37298,4.85418,Entire home/apt,2,1,1,1,129.0,4,1125,True,0,2,4.75,True,64.5,516.0,0.07,0.16,0.17,4.99,0.0273972602739726,612.6027397260274
835,6819536,0.6000000000000001,True,Centrum-Oost,52.37046,4.91136,Entire home/apt,2,1,1,9,164.0,5,1125,True,0,3,4.9,False,82.0,820.0,0.08,0.17,0.18,4.99,0.6301369863013698,803.3561643835617
836,6819794,0.2,False,Oud-Oost,52.35556,4.91198,Entire home/apt,2,1,1,7,180.0,28,31,True,20,0,4.38,False,90.0,5040.0,0.07,0.19,0.15,4.99,0.7753424657534247,900.0
837,6820290,0.5800000000000001,False,Centrum-Oost,52.36457,4.91142,Entire home/apt,2,1,1,3,170.0,30,1125,True,4,0,4.76,False,85.0,5100.0,0.07,0.17,0.21,4.99,0.42191780821917807,837.054794520548
838,6826043,0.0,False,Oud-Noord,52.39483,4.91477,Entire home/apt,4,2,2,8,210.0,4,30,True,7,0,4.69,False,52.5,840.0,0.06,0.17,0.18,4.99,0.0821917808219178,1050.0
840,6830226,0.24,False,Oud-Oost,52.35194,4.91335,Entire home/apt,1,1,1,5,89.0,5,11,True,4,0,4.74,False,89.0,445.0,0.06,0.11,0.16,4.99,0.7780821917808219,445.0
843,6838383,1.0,True,Centrum-West,52.36786,4.87836,Entire home/apt,2,1,1,4,150.0,3,30,True,0,0,4.67,False,75.0,450.0,0.1,0.25,0.19,4.99,0.0,929.6575342465753
844,6845563,0.63,False,Oud-Oost,52.36545,4.92532,Entire home/apt,2,1,1,1,110.0,5,20,True,0,0,4.97,False,55.0,550.0,0.06,0.15,0.12,4.99,0.03561643835616438,566.027397260274
